City,Time,O3,PM2.5,PM10,CO,SO2,NO2,NH3,Temp,RHum,WSpd,O3_P1,O3_P4,O3_P8,O3_P24,PM2.5_P1,PM2.5_P4,PM2.5_P8,PM2.5_P24
Bangkok,2021-01-07 07:00:00,0.0,215.49,215.49,16235.35,91.55,78.14,53.7,33.1,45.0,3.7,0.0,0.0,0.75,6.17,242.14,89.73,66.86,66.39
Bangkok,2021-01-07 08:00:00,0.0,242.14,242.14,15594.48,84.88,74.03,57.25,33.2,45.0,3.7,0.0,0.0,4.07,15.2,218.13,68.88,69.35,70.02
Bangkok,2021-01-07 09:00:00,0.0,218.13,218.13,11642.46,64.85,61.69,48.13,33.5,47.0,0.0,0.0,0.05,11.62,50.78,178.13,62.46,71.22,82.75
Bangkok,2021-01-07 10:00:00,0.0,178.13,178.13,7690.43,51.5,50.72,40.53,32.2,49.0,1.8,0.0,0.18,5.28,74.39,89.73,64.29,76.34,96.25
Bangkok,2021-01-07 11:00:00,0.0,89.73,89.73,2937.32,37.67,42.5,29.39,31.3,53.0,1.8,0.0,0.75,0.17,68.67,68.88,66.86,87.39,97.29
Bangkok,2021-01-07 12:00:00,0.0,68.88,68.88,1895.9,32.9,37.36,24.83,30.0,58.0,0.0,0.05,4.07,1.35,58.65,62.46,69.35,91.72,98.46
Bangkok,2021-01-07 13:00:00,0.05,62.46,62.46,1375.2,29.09,33.59,22.29,29.8,60.0,1.8,0.18,11.62,8.23,63.66,64.29,71.22,86.43,100.67
Bangkok,2021-01-07 14:00:00,0.18,64.29,64.29,1174.93,29.33,32.9,22.55,29.2,63.0,0.0,0.75,5.28,24.68,59.37,66.86,76.34,80.58,103.5
Bangkok,2021-01-07 15:00:00,0.75,66.86,66.86,1081.47,28.37,34.62,22.29,28.8,60.0,0.0,4.07,0.17,65.8,47.92,69.35,87.39,61.36,104.22
Bangkok,2021-01-07 16:00:00,4.07,69.35,69.35,1014.71,26.7,37.01,21.53,28.3,62.0,0.0,11.62,1.35,98.71,34.33,71.22,91.72,62.62,97.09
Bangkok,2021-01-07 17:00:00,11.62,71.22,71.22,1014.71,25.51,37.7,20.52,27.9,64.0,0.0,5.28,8.23,123.02,16.45,76.34,86.43,67.2,78.48
Bangkok,2021-01-07 18:00:00,5.28,76.34,76.34,1188.28,28.37,42.16,22.55,27.5,63.0,0.0,0.17,24.68,101.57,2.66,87.39,80.58,56.23,59.97
Bangkok,2021-01-07 19:00:00,0.17,87.39,87.39,1762.39,34.81,42.84,26.35,27.0,68.0,0.0,1.35,65.8,89.41,0.06,91.72,61.36,45.98,50.81
Bangkok,2021-01-07 20:00:00,1.35,91.72,91.72,2483.37,39.1,42.16,27.61,26.7,69.0,0.0,8.23,98.71,87.26,1.59,86.43,62.62,42.89,39.45
Bangkok,2021-01-07 21:00:00,8.23,86.43,86.43,2536.77,42.44,45.24,28.63,26.0,70.0,0.0,24.68,123.02,62.23,8.85,80.58,67.2,50.6,37.6
Bangkok,2021-01-07 22:00:00,24.68,80.58,80.58,2189.64,46.25,52.09,29.39,25.7,70.0,0.0,65.8,101.57,23.6,24.32,61.36,56.23,58.79,43.93
Bangkok,2021-01-07 23:00:00,65.8,61.36,61.36,1308.44,32.42,34.96,18.75,25.5,71.0,0.0,98.71,89.41,6.17,61.51,62.62,45.98,66.39,49.02
Bangkok,2021-01-08 00:00:00,98.71,62.62,62.62,1094.82,25.99,26.05,14.57,25.1,73.0,11.2,123.02,87.26,15.2,94.41,67.2,42.89,70.02,56.97
Bangkok,2021-01-08 01:00:00,123.02,67.2,67.2,988.01,21.22,19.71,11.27,26.2,68.0,1.8,101.57,62.23,50.78,107.29,56.23,50.6,82.75,56.38
Bangkok,2021-01-08 02:00:00,101.57,56.23,56.23,947.95,19.55,22.28,10.64,27.2,64.0,1.8,89.41,23.6,74.39,135.9,45.98,58.79,96.25,64.79
Bangkok,2021-01-08 03:00:00,89.41,45.98,45.98,934.6,20.03,23.65,11.15,29.2,58.0,0.0,87.26,6.17,68.67,134.47,42.89,66.39,97.29,67.78
Bangkok,2021-01-08 04:00:00,87.26,42.89,42.89,947.95,19.55,24.33,11.02,29.9,55.0,1.8,62.23,15.2,58.65,114.44,50.6,70.02,98.46,63.93
Bangkok,2021-01-08 05:00:00,62.23,50.6,50.6,1388.55,30.52,45.93,17.73,30.6,53.0,3.7,23.6,50.78,63.66,36.84,58.79,82.75,100.67,75.9
Bangkok,2021-01-08 06:00:00,23.6,58.79,58.79,1815.8,38.15,68.55,22.55,31.5,52.0,16.6,6.17,74.39,59.37,1.14,66.39,96.25,103.5,99.78
Bangkok,2021-01-08 07:00:00,6.17,66.39,66.39,1949.31,41.01,74.03,24.83,31.6,50.0,5.5,15.2,68.67,47.92,0.0,70.02,97.29,104.22,126.29
Bangkok,2021-01-08 08:00:00,15.2,70.02,70.02,1708.98,36.72,65.12,22.8,31.8,49.0,5.5,50.78,58.65,34.33,0.0,82.75,98.46,97.09,139.94
Bangkok,2021-01-08 09:00:00,50.78,82.75,82.75,1455.31,30.52,50.72,19.76,31.3,51.0,9.4,74.39,63.66,16.45,0.0,96.25,100.67,78.48,131.57
Bangkok,2021-01-08 10:00:00,74.39,96.25,96.25,1375.2,27.42,43.18,17.73,31.4,52.0,3.7,68.67,59.37,2.66,0.0,97.29,103.5,59.97,113.59
Bangkok,2021-01-08 11:00:00,68.67,97.29,97.29,1415.25,27.66,44.55,16.97,30.5,55.0,3.7,58.65,47.92,0.06,0.21,98.46,104.22,50.81,87.9
Bangkok,2021-01-08 12:00:00,58.65,98.46,98.46,1455.31,28.13,45.93,17.48,28.9,58.0,1.8,63.66,34.33,1.59,2.55,100.67,97.09,39.45,76.34
Bangkok,2021-01-08 13:00:00,63.66,100.67,100.67,1295.09,24.08,36.67,15.71,28.9,61.0,1.8,59.37,16.45,8.85,15.74,103.5,78.48,37.6,70.83
Bangkok,2021-01-08 14:00:00,59.37,103.5,103.5,1241.68,22.65,34.62,16.21,28.4,62.0,1.8,47.92,2.66,24.32,20.21,104.22,59.97,43.93,71.82
Bangkok,2021-01-08 15:00:00,47.92,104.22,104.22,1241.68,22.17,35.64,17.23,27.0,57.0,3.6,34.33,0.06,61.51,7.24,97.09,50.81,49.02,78.42
Bangkok,2021-01-08 16:00:00,34.33,97.09,97.09,1241.68,22.65,37.36,17.73,26.6,59.0,3.7,16.45,1.59,94.41,0.62,78.48,39.45,56.97,86.29
Bangkok,2021-01-08 17:00:00,16.45,78.48,78.48,1214.98,23.6,39.76,17.99,26.2,61.0,1.8,2.66,8.85,107.29,0.02,59.97,37.6,56.38,97.89
Bangkok,2021-01-08 18:00:00,2.66,59.97,59.97,1268.39,26.23,39.76,19.0,25.9,61.0,0.0,0.06,24.32,135.9,0.0,50.81,43.93,64.79,113.45
Bangkok,2021-01-08 19:00:00,0.06,50.81,50.81,1562.12,32.42,34.96,22.29,25.4,64.0,1.8,1.59,61.51,134.47,0.0,39.45,49.02,67.78,145.57
Bangkok,2021-01-08 20:00:00,1.59,39.45,39.45,1682.28,35.29,31.53,22.29,24.9,66.0,1.8,8.85,94.41,114.44,0.41,37.6,56.97,63.93,169.56
Bangkok,2021-01-08 21:00:00,8.85,37.6,37.6,1735.69,37.19,33.24,23.05,24.5,68.0,5.4,24.32,107.29,36.84,3.0,43.93,56.38,75.9,174.42
Bangkok,2021-01-08 22:00:00,24.32,43.93,43.93,1682.28,39.58,40.44,24.07,24.0,68.0,5.5,61.51,135.9,1.14,15.91,49.02,64.79,99.78,193.2
Bangkok,2021-01-08 23:00:00,61.51,49.02,49.02,1308.44,31.47,35.64,17.48,23.5,68.0,5.5,94.41,134.47,0.0,188.83,56.97,67.78,126.29,209.36
Bangkok,2021-01-09 00:00:00,94.41,56.97,56.97,1121.52,27.66,28.79,14.57,22.2,68.0,1.8,107.29,114.44,0.0,283.24,56.38,63.93,139.94,206.42
Bangkok,2021-01-09 01:00:00,107.29,56.38,56.38,988.01,23.6,22.62,12.16,23.8,64.0,3.7,135.9,36.84,0.0,246.05,64.79,75.9,131.57,147.65
Bangkok,2021-01-09 02:00:00,135.9,64.79,64.79,961.3,23.13,19.19,11.53,24.6,61.0,3.7,134.47,1.14,0.0,191.69,67.78,99.78,113.59,100.32
Bangkok,2021-01-09 03:00:00,134.47,67.78,67.78,988.01,24.32,22.62,12.41,25.2,65.0,7.6,114.44,0.0,0.21,168.8,63.93,126.29,87.9,88.71
Bangkok,2021-01-09 04:00:00,114.44,63.93,63.93,1014.71,24.56,26.73,12.54,26.3,61.0,7.4,36.84,0.0,2.55,143.05,75.9,139.94,76.34,79.51
Bangkok,2021-01-09 05:00:00,36.84,75.9,75.9,2563.48,31.95,74.03,16.47,27.3,57.0,7.4,1.14,0.0,15.74,50.78,99.78,131.57,70.83,90.54
Bangkok,2021-01-09 06:00:00,1.14,99.78,99.78,4966.74,41.01,84.31,22.55,28.7,48.0,3.6,0.0,0.0,20.21,1.86,126.29,113.59,71.82,113.09
Bangkok,2021-01-09 07:00:00,0.0,126.29,126.29,6408.69,47.21,74.71,29.64,28.7,52.0,5.5,0.0,0.21,7.24,0.0,139.94,87.9,78.42,136.8
Bangkok,2021-01-09 08:00:00,0.0,139.94,139.94,6088.26,45.3,68.55,32.42,29.1,51.0,5.5,0.0,2.55,0.62,0.0,131.57,76.34,86.29,143.68
Bangkok,2021-01-09 09:00:00,0.0,131.57,131.57,4539.49,38.15,61.69,29.89,29.5,49.0,3.6,0.0,15.74,0.02,0.0,113.59,70.83,97.89,131.54
Bangkok,2021-01-09 10:00:00,0.0,113.59,113.59,3044.13,33.38,56.21,26.6,28.9,52.0,3.7,0.21,20.21,0.0,0.0,87.9,71.82,113.45,113.85
Bangkok,2021-01-09 11:00:00,0.21,87.9,87.9,1842.5,30.99,52.09,23.31,27.9,55.0,1.8,2.55,7.24,0.0,0.21,76.34,78.42,145.57,88.43
Bangkok,2021-01-09 12:00:00,2.55,76.34,76.34,1388.55,27.18,47.3,19.51,26.9,56.0,1.8,15.74,0.62,0.41,1.0,70.83,86.29,169.56,79.32
Bangkok,2021-01-09 13:00:00,15.74,70.83,70.83,1094.82,24.56,39.07,17.23,26.3,61.0,1.8,20.21,0.02,3.0,1.86,71.82,97.89,174.42,77.65
Bangkok,2021-01-09 14:00:00,20.21,71.82,71.82,1068.12,23.84,38.39,17.23,25.7,63.0,1.8,7.24,0.0,15.91,0.21,78.42,113.45,193.2,88.66
Bangkok,2021-01-09 15:00:00,7.24,78.42,78.42,1214.98,24.32,43.87,19.25,25.2,61.0,1.8,0.62,0.0,188.83,0.0,86.29,145.57,209.36,105.96
Bangkok,2021-01-09 16:00:00,0.62,86.29,86.29,1401.9,25.99,42.84,22.04,24.8,63.0,1.8,0.02,0.41,283.24,0.0,97.89,169.56,206.42,120.73
Bangkok,2021-01-09 17:00:00,0.02,97.89,97.89,1682.28,27.18,37.01,24.83,24.4,64.0,1.8,0.0,3.0,246.05,0.0,113.45,174.42,147.65,134.85
Bangkok,2021-01-09 18:00:00,0.0,113.45,113.45,2189.64,30.52,34.62,28.63,23.6,66.0,11.2,0.0,15.91,191.69,0.0,145.57,193.2,100.32,152.93
Bangkok,2021-01-09 19:00:00,0.0,145.57,145.57,3738.4,41.01,38.39,34.96,23.6,67.0,1.8,0.41,188.83,168.8,0.0,169.56,209.36,88.71,195.71
Bangkok,2021-01-09 20:00:00,0.41,169.56,169.56,6034.85,50.07,45.93,37.49,23.2,69.0,1.8,3.0,283.24,143.05,0.34,174.42,206.42,79.51,218.05
Bangkok,2021-01-09 21:00:00,3.0,174.42,174.42,7263.18,54.36,57.58,38.51,22.9,64.0,0.0,15.91,246.05,50.78,2.55,193.2,147.65,90.54,210.73
Bangkok,2021-01-09 22:00:00,15.91,193.2,193.2,7370.0,57.22,108.3,39.01,22.1,72.0,3.7,188.83,191.69,1.86,12.88,209.36,100.32,113.09,199.22
Bangkok,2021-01-09 23:00:00,188.83,209.36,209.36,2910.61,71.53,86.37,41.04,21.8,72.0,3.7,283.24,168.8,0.0,115.87,206.42,88.71,136.8,141.07
Bangkok,2021-01-10 00:00:00,283.24,206.42,206.42,2002.72,53.41,41.81,27.87,21.2,72.0,0.0,246.05,143.05,0.0,185.97,147.65,79.51,143.68,135.19
Bangkok,2021-01-10 01:00:00,246.05,147.65,147.65,1401.9,36.72,24.68,19.76,22.6,68.0,3.7,191.69,50.78,0.0,205.99,100.32,90.54,131.54,119.71
Bangkok,2021-01-10 02:00:00,191.69,100.32,100.32,1108.17,28.13,21.42,15.83,23.7,64.0,1.8,168.8,1.86,0.0,181.68,88.71,113.09,113.85,89.63
Bangkok,2021-01-10 03:00:00,168.8,88.71,88.71,1068.12,27.18,23.31,14.82,26.7,53.0,0.0,143.05,0.0,0.21,155.93,79.51,136.8,88.43,74.98
Bangkok,2021-01-10 04:00:00,143.05,79.51,79.51,1054.76,25.75,25.71,13.81,27.5,51.0,1.8,50.78,0.0,1.0,128.75,90.54,143.68,79.32,65.15
Bangkok,2021-01-10 05:00:00,50.78,90.54,90.54,2696.99,33.38,75.4,17.48,28.2,49.0,3.7,1.86,0.0,1.86,60.8,113.09,131.54,77.65,65.74
Bangkok,2021-01-10 06:00:00,1.86,113.09,113.09,5180.36,42.92,86.37,23.56,29.8,47.0,1.8,0.0,0.0,0.21,8.23,136.8,113.85,88.66,69.3
Bangkok,2021-01-10 07:00:00,0.0,136.8,136.8,6568.91,48.64,71.97,30.4,29.2,47.0,5.5,0.0,0.21,0.0,0.19,143.68,88.43,105.96,69.51
Bangkok,2021-01-10 08:00:00,0.0,143.68,143.68,5981.45,44.82,65.12,32.93,29.4,47.0,3.7,0.0,1.0,0.0,1.22,131.54,79.32,120.73,64.99
Bangkok,2021-01-10 09:00:00,0.0,131.54,131.54,4325.87,36.24,57.58,29.39,30.5,42.0,3.6,0.0,1.86,0.0,11.98,113.85,77.65,134.85,62.43
Bangkok,2021-01-10 10:00:00,0.0,113.85,113.85,2990.72,30.99,52.78,26.09,29.4,46.0,3.7,0.21,0.21,0.0,32.54,88.43,88.66,152.93,60.69
Bangkok,2021-01-10 11:00:00,0.21,88.43,88.43,1789.09,27.9,49.35,22.04,28.3,51.0,1.8,1.0,0.0,0.0,47.21,79.32,105.96,195.71,58.51
Bangkok,2021-01-10 12:00:00,1.0,79.32,79.32,1441.96,24.8,44.55,19.25,27.0,53.0,0.0,1.86,0.0,0.34,49.35,77.65,120.73,218.05,58.38
Bangkok,2021-01-10 13:00:00,1.86,77.65,77.65,1295.09,25.75,43.18,20.27,26.5,59.0,1.8,0.21,0.0,2.55,50.78,88.66,134.85,210.73,56.92
Bangkok,2021-01-10 14:00:00,0.21,88.66,88.66,1548.77,27.18,40.44,22.8,25.8,61.0,1.8,0.0,0.0,12.88,45.42,105.96,152.93,199.22,54.47
Bangkok,2021-01-10 15:00:00,0.0,105.96,105.96,1922.61,28.37,34.96,24.32,26.4,52.0,0.0,0.0,0.0,115.87,36.84,120.73,195.71,141.07,51.63
Bangkok,2021-01-10 16:00:00,0.0,120.73,120.73,2216.34,30.99,31.87,23.81,25.8,54.0,0.0,0.0,0.34,185.97,27.18,134.85,218.05,135.19,48.36
Bangkok,2021-01-10 17:00:00,0.0,134.85,134.85,2563.48,35.29,31.19,24.83,25.1,57.0,0.0,0.0,2.55,205.99,16.99,152.93,210.73,119.71,45.23
Bangkok,2021-01-10 18:00:00,0.0,152.93,152.93,3204.35,41.01,33.24,27.36,24.5,57.0,0.0,0.0,12.88,181.68,6.26,195.71,199.22,89.63,42.45
Bangkok,2021-01-10 19:00:00,0.0,195.71,195.71,5340.58,54.84,41.13,34.96,23.9,63.0,0.0,0.34,115.87,155.93,0.45,218.05,141.07,74.98,45.3
Bangkok,2021-01-10 20:00:00,0.34,218.05,218.05,8117.68,65.8,52.78,40.53,23.4,65.0,1.8,2.55,185.97,128.75,1.25,210.73,135.19,65.15,46.69
Bangkok,2021-01-10 21:00:00,2.55,210.73,210.73,9185.79,69.62,63.75,46.1,22.5,64.0,0.0,12.88,205.99,60.8,5.9,199.22,119.71,65.74,55.19
Bangkok,2021-01-10 22:00:00,12.88,199.22,199.22,8117.68,70.57,106.93,45.6,22.2,65.0,0.0,115.87,181.68,8.23,12.52,141.07,89.63,69.3,72.53
Bangkok,2021-01-10 23:00:00,115.87,141.07,141.07,2643.59,74.39,87.05,43.06,21.9,67.0,0.0,185.97,155.93,0.19,37.91,135.19,74.98,69.51,79.94
Bangkok,2021-01-11 00:00:00,185.97,135.19,135.19,1842.5,56.74,53.47,30.65,21.5,69.0,0.0,205.99,128.75,1.22,94.41,119.71,65.15,64.99,98.87
Bangkok,2021-01-11 01:00:00,205.99,119.71,119.71,1482.01,44.35,34.96,23.81,22.7,65.0,1.8,181.68,60.8,11.98,168.8,89.63,65.74,62.43,124.19
Bangkok,2021-01-11 02:00:00,181.68,89.63,89.63,1188.28,33.38,27.76,19.25,23.8,61.0,1.8,155.93,8.23,32.54,223.16,74.98,69.3,60.69,148.2
Bangkok,2021-01-11 03:00:00,155.93,74.98,74.98,1134.87,30.52,29.13,18.24,26.5,53.0,1.8,128.75,0.19,47.21,228.88,65.15,69.51,58.51,147.33
Bangkok,2021-01-11 04:00:00,128.75,65.15,65.15,1108.17,28.37,30.85,16.97,27.2,51.0,1.8,60.8,1.22,49.35,194.55,65.74,64.99,58.38,120.06
Bangkok,2021-01-11 05:00:00,60.8,65.74,65.74,1655.58,37.67,63.06,22.55,28.0,49.0,3.7,8.23,11.98,50.78,114.44,69.3,62.43,56.92,105.7
Bangkok,2021-01-11 06:00:00,8.23,69.3,69.3,2269.75,44.35,83.63,26.85,29.4,44.0,9.4,0.19,32.54,45.42,28.61,69.51,60.69,54.47,96.38
Bangkok,2021-01-11 07:00:00,0.19,69.51,69.51,2296.45,42.44,71.29,26.85,29.0,46.0,5.5,1.22,47.21,36.84,0.6,64.99,58.51,51.63,84.56
Bangkok,2021-01-11 08:00:00,1.22,64.99,64.99,1762.39,33.85,59.63,22.8,29.3,46.0,5.5,11.98,49.35,27.18,0.06,62.43,58.38,48.36,75.19
Bangkok,2021-01-11 09:00:00,11.98,62.43,62.43,1348.5,28.85,51.41,20.01,29.9,45.0,7.6,32.54,50.78,16.99,0.03,60.69,56.92,45.23,73.32
Bangkok,2021-01-11 10:00:00,32.54,60.69,60.69,1134.87,26.94,42.16,18.24,29.1,47.0,3.7,47.21,45.42,6.26,0.02,58.51,54.47,42.45,75.58
Bangkok,2021-01-11 11:00:00,47.21,58.51,58.51,988.01,25.99,35.64,16.09,28.0,50.0,3.7,49.35,36.84,0.45,0.0,58.38,51.63,45.3,98.1
Bangkok,2021-01-11 12:00:00,49.35,58.38,58.38,934.6,26.7,33.24,15.33,27.4,49.0,7.6,50.78,27.18,1.25,0.0,56.92,48.36,46.69,107.32
Bangkok,2021-01-11 13:00:00,50.78,56.92,56.92,854.49,27.9,30.5,15.07,26.3,55.0,3.7,45.42,16.99,5.9,0.0,54.47,45.23,55.19,102.62
Bangkok,2021-01-11 14:00:00,45.42,54.47,54.47,867.84,30.52,32.56,16.47,25.7,55.0,3.7,36.84,6.26,12.52,0.0,51.63,42.45,72.53,108.08
Bangkok,2021-01-11 15:00:00,36.84,51.63,51.63,894.55,31.95,35.99,18.24,24.6,55.0,11.2,27.18,0.45,37.91,0.0,48.36,45.3,79.94,120.17
Bangkok,2021-01-11 16:00:00,27.18,48.36,48.36,934.6,32.42,39.41,20.27,24.0,56.0,9.3,16.99,1.25,94.41,0.0,45.23,46.69,98.87,133.25
Bangkok,2021-01-11 17:00:00,16.99,45.23,45.23,1001.36,33.38,43.18,22.29,23.5,58.0,7.4,6.26,5.9,168.8,0.0,42.45,55.19,124.19,145.47
Bangkok,2021-01-11 18:00:00,6.26,42.45,42.45,1121.52,36.24,46.61,24.83,22.5,61.0,0.0,0.45,12.52,223.16,0.0,45.3,72.53,148.2,165.72
Bangkok,2021-01-11 19:00:00,0.45,45.3,45.3,1495.36,41.49,47.3,28.63,22.4,61.0,3.7,1.25,37.91,228.88,0.0,46.69,79.94,147.33,225.81
Bangkok,2021-01-11 20:00:00,1.25,46.69,46.69,1949.31,44.82,44.55,30.15,21.8,63.0,3.7,5.9,94.41,194.55,0.29,55.19,98.87,120.06,313.58
Bangkok,2021-01-11 21:00:00,5.9,55.19,55.19,2376.56,54.84,48.67,36.48,20.4,69.0,7.6,12.52,168.8,114.44,1.86,72.53,124.19,105.7,380.52
Bangkok,2021-01-11 22:00:00,12.52,72.53,72.53,2777.1,72.48,63.75,48.13,20.6,64.0,3.7,37.91,223.16,28.61,6.35,79.94,148.2,96.38,409.03
Bangkok,2021-01-11 23:00:00,37.91,79.94,79.94,2456.67,68.67,73.34,44.08,20.0,64.0,3.7,94.41,228.88,0.6,131.61,98.87,147.33,84.56,218.73
Bangkok,2021-01-12 00:00:00,94.41,98.87,98.87,2162.93,61.99,70.6,37.49,17.9,60.0,3.6,168.8,194.55,0.06,251.77,124.19,120.06,75.19,243.15
Bangkok,2021-01-12 01:00:00,168.8,124.19,124.19,1895.9,54.36,56.21,30.65,20.2,60.0,3.7,223.16,114.44,0.03,331.88,148.2,105.7,73.32,256.49
Bangkok,2021-01-12 02:00:00,223.16,148.2,148.2,1842.5,52.93,48.67,28.37,21.0,58.0,3.7,228.88,28.61,0.02,357.63,147.33,96.38,75.58,252.33
Bangkok,2021-01-12 03:00:00,228.88,147.33,147.33,1815.8,52.45,47.98,27.87,20.2,55.0,1.8,194.55,0.6,0.0,326.16,120.06,84.56,98.1,229.56
Bangkok,2021-01-12 04:00:00,194.55,120.06,120.06,1668.93,46.25,47.98,25.84,21.6,53.0,3.7,114.44,0.06,0.0,268.94,105.7,75.19,107.32,193.43
Bangkok,2021-01-12 05:00:00,114.44,105.7,105.7,2243.04,52.93,79.51,30.65,23.0,51.0,3.7,28.61,0.03,0.0,51.5,96.38,73.32,102.62,219.81
Bangkok,2021-01-12 06:00:00,28.61,96.38,96.38,2990.72,57.7,113.79,33.44,25.0,43.0,3.6,0.6,0.02,0.0,0.94,84.56,75.58,108.08,274.47
Bangkok,2021-01-12 07:00:00,0.6,84.56,84.56,2964.02,54.36,100.08,32.42,25.1,48.0,5.5,0.06,0.0,0.0,0.0,75.19,98.1,120.17,330.81
Bangkok,2021-01-12 08:00:00,0.06,75.19,75.19,2536.77,46.73,78.83,29.13,25.8,46.0,3.7,0.03,0.0,0.0,0.0,73.32,107.32,133.25,363.41
Bangkok,2021-01-12 09:00:00,0.03,73.32,73.32,2323.15,43.39,69.92,28.12,26.9,44.0,5.4,0.02,0.0,0.0,0.0,75.58,102.62,145.47,357.86
Bangkok,2021-01-12 10:00:00,0.02,75.58,75.58,2243.04,42.44,65.8,29.13,25.5,47.0,3.7,0.0,0.0,0.0,0.0,98.1,108.08,165.72,311.71
Bangkok,2021-01-12 11:00:00,0.0,98.1,98.1,3284.45,44.82,62.38,32.42,24.6,50.0,3.7,0.0,0.0,0.0,0.0,107.32,120.17,225.81,220.38
Bangkok,2021-01-12 12:00:00,0.0,107.32,107.32,4058.84,42.44,60.32,31.92,23.4,48.0,0.0,0.0,0.0,0.29,0.0,102.62,133.25,313.58,158.61
Bangkok,2021-01-12 13:00:00,0.0,102.62,102.62,3685.0,38.62,57.58,31.67,23.0,54.0,1.8,0.0,0.0,1.86,0.0,108.08,145.47,380.52,125.39
Bangkok,2021-01-12 14:00:00,0.0,108.08,108.08,3337.86,42.44,55.52,36.48,22.3,55.0,3.7,0.0,0.0,6.35,0.0,120.17,165.72,409.03,123.59
Bangkok,2021-01-12 15:00:00,0.0,120.17,120.17,3257.75,50.07,53.47,43.57,21.4,50.0,0.0,0.0,0.0,131.61,0.0,133.25,225.81,218.73,140.12
Bangkok,2021-01-12 16:00:00,0.0,133.25,133.25,3257.75,61.04,54.15,53.2,21.0,51.0,0.0,0.0,0.29,251.77,0.0,145.47,313.58,243.15,160.58
Bangkok,2021-01-12 17:00:00,0.0,145.47,145.47,3471.37,73.43,57.58,63.33,20.7,53.0,0.0,0.0,1.86,331.88,0.0,165.72,380.52,256.49,181.25
Bangkok,2021-01-12 18:00:00,0.0,165.72,165.72,4165.65,83.92,62.38,70.93,19.8,55.0,0.0,0.0,6.35,357.63,0.0,225.81,409.03,252.33,205.32
Bangkok,2021-01-12 19:00:00,0.0,225.81,225.81,7049.56,103.95,74.03,83.09,19.8,57.0,0.0,0.29,131.61,326.16,0.0,313.58,218.73,229.56,266.09
Bangkok,2021-01-12 20:00:00,0.29,313.58,313.58,12924.19,119.21,93.22,87.14,19.2,59.0,1.8,1.86,251.77,268.94,0.19,380.52,243.15,193.43,350.91
Bangkok,2021-01-12 21:00:00,1.86,380.52,380.52,18371.58,105.86,108.3,74.98,18.3,59.0,0.0,6.35,331.88,51.5,1.3,409.03,256.49,219.81,419.34
Bangkok,2021-01-12 22:00:00,6.35,409.03,409.03,19439.7,92.51,163.14,60.8,18.0,62.0,0.0,131.61,357.63,0.94,5.19,218.73,252.33,274.47,446.96
Bangkok,2021-01-12 23:00:00,131.61,218.73,218.73,4112.24,112.53,145.32,65.86,17.6,63.0,0.0,251.77,326.16,0.0,161.65,243.15,229.56,330.81,279.91
Bangkok,2021-01-13 00:00:00,251.77,243.15,243.15,3177.64,95.37,98.71,51.17,17.2,54.0,0.0,331.88,268.94,0.0,351.91,256.49,193.43,363.41,343.0
Bangkok,2021-01-13 01:00:00,331.88,256.49,256.49,2670.29,79.16,63.75,41.04,18.7,59.0,1.8,357.63,51.5,0.0,520.71,252.33,219.81,357.86,421.61
Bangkok,2021-01-13 02:00:00,357.63,252.33,252.33,2429.96,71.53,51.41,36.99,20.3,53.0,1.8,326.16,0.94,0.0,514.98,229.56,274.47,311.71,387.53
Bangkok,2021-01-13 03:00:00,326.16,229.56,229.56,2349.85,69.62,54.84,36.48,21.7,40.0,0.0,268.94,0.0,0.0,474.93,193.43,330.81,220.38,354.88
Bangkok,2021-01-13 04:00:00,268.94,193.43,193.43,2269.75,65.8,61.69,34.96,23.0,39.0,1.8,51.5,0.0,0.0,452.04,219.81,363.41,158.61,352.08
Bangkok,2021-01-13 05:00:00,51.5,219.81,219.81,7156.37,73.43,175.48,35.47,24.4,38.0,1.8,0.94,0.0,0.0,154.5,274.47,357.86,125.39,460.98
Bangkok,2021-01-13 06:00:00,0.94,274.47,274.47,14526.37,89.65,165.88,43.57,25.4,37.0,0.0,0.0,0.0,0.0,3.84,330.81,311.71,123.59,663.0
Bangkok,2021-01-13 07:00:00,0.0,330.81,330.81,19226.07,102.04,153.54,55.22,26.3,38.0,3.7,0.0,0.0,0.0,0.0,363.41,220.38,140.12,879.5
Bangkok,2021-01-13 08:00:00,0.0,363.41,363.41,19653.32,100.14,153.54,63.33,26.9,39.0,3.7,0.0,0.0,0.0,0.0,357.86,158.61,160.58,1105.24
Bangkok,2021-01-13 09:00:00,0.0,357.86,357.86,17517.09,84.88,142.57,60.29,28.0,38.0,0.0,0.0,0.0,0.0,0.0,311.71,125.39,181.25,1304.8
Bangkok,2021-01-13 10:00:00,0.0,311.71,311.71,13244.63,68.67,126.12,53.7,25.6,44.0,1.8,0.0,0.0,0.0,0.0,220.38,123.59,205.32,1412.57
Bangkok,2021-01-13 11:00:00,0.0,220.38,220.38,8331.3,55.79,105.56,45.09,24.6,49.0,1.8,0.0,0.0,0.0,0.0,158.61,140.12,266.09,1425.02
Bangkok,2021-01-13 12:00:00,0.0,158.61,158.61,5714.42,46.25,87.05,37.49,23.7,53.0,0.0,0.0,0.0,0.19,0.0,125.39,160.58,350.91,1364.46
Bangkok,2021-01-13 13:00:00,0.0,125.39,125.39,4058.84,39.1,71.97,33.44,22.9,56.0,1.8,0.0,0.0,1.3,0.0,123.59,181.25,419.34,1290.14
